
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: CARTOXXX.ecu

ECU identified with following data:
HWNumber    = 0261206539       (requested was 0261206539)
SWNumber    = 1037354801       (requested was 1037354801)
PartNumber  = 4B0906018R       (requested was 4B0906018R)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 
ModelId     = G02

Log packet size: 77 bytes
Logging with:    20 samples/second
Used speed is:   57600 baud
Used mode is:    HM0
Log started at:  07.06.2025 13:32:24.526

TimeStamp, fho_w     , fra_w     , lamfa_w   , lamsbg_w  , lamsoni_w , ldimn_w   , ldimx_w   , ldimxa_0  , ldimxa_1  , ldimxa_2  , ldimxa_3  , ldimxa_4  , ldimxak_w , ldptv     , ldrdtv    , ldrlms_w  , ldrlts_w  , ldtv      , ldtvm     , ldtvr_w   , misol_w   , misopl1_w , miszul_w  , mshfm_w   , nmot_w    , plsol_w   , pvdkds_w  , rkat_w    , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm_w   , tans      , tmot      , vfil_w    , wdkba     , wdks      , wnwise_w  , wped_w    , zwist     , zwout     
    4.400, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.880128  , 0         , 51.675    , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , 0         , 178.875   , 186.375   , 68.685    , 68.75     , 49.975    , 69.3573   , 68.6142   , 99.2188   , 69.1112   , 2470.75   , 1800.12   , 1792.93   , 0         , 139.313   , 139.266   , 139.266   , 137.32    , 530.291   , 36.75     , 93        , 51.2266   , 100       , 100       , 0.046875  , 99.9999   , 15        , 15        
    4.450, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.878175  , 0         , 51.275    , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , 0         , 178.945   , 186.422   , 68.675    , 68.75     , 49.975    , 69.452    , 68.6707   , 99.2188   , 69.5834   , 2501.25   , 1803.44   , 1804.3    , 0         , 140.133   , 139.711   , 139.711   , 137.484   , 530.291   , 36.75     , 93        , 51.5938   , 100       , 100       , -0.1875   , 99.9999   , 15        , 15        
    4.500, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.877199  , 0         , 51.16     , 0         , -0.25     , 0         , 0         , 0         , 0         , 0         , 0         , 178.992   , 186.469   , 68.695    , 68.75     , 49.975    , 69.6534   , 69.0171   , 99.2188   , 70.7501   , 2517.75   , 1813.83   , 1817.73   , 0         , 141.305   , 140.109   , 140.109   , 138.234   , 535.389   , 36.75     , 93        , 52.125    , 100       , 100       , -0.015625 , 99.9999   , 8.25      , 8.25      
    4.550, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.876222  , 0         , 51.87     , 0         , -0.25     , 0         , 0         , 0         , 0.05      , 0         , 0         , 179.484   , 186.984   , 68.81     , 68.75     , 49.975    , 69.6534   , 69.31     , 99.2188   , 74.5001   , 2538      , 1822.5    , 1829.57   , 0         , 144.633   , 140.602   , 140.602   , 138.914   , 535.389   , 36        , 93        , 52.5703   , 100       , 100       , -0.109375 , 99.9999   , 9         , 9         
    4.600, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.880128  , 0         , 52.535    , 0         , -0.25     , 0         , 0         , 0         , 0.1       , -0.6      , 0         , 179.508   , 187.031   , 68.62     , 68.3594   , 49.375    , 69.8609   , 69.3131   , 99.2188   , 74.5278   , 2564.75   , 1817.66   , 1844.57   , 0         , 145.453   , 141.047   , 141.047   , 138.773   , 535.389   , 36        , 93        , 52.8594   , 100       , 100       , -0.140625 , 99.9999   , 6.75      , 6.75      
    4.650, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.884523  , 0         , 51.91     , 0         , -0.25     , 0         , 0         , 0         , 0.15      , -0.6      , 0         , 179.555   , 187.055   , 68.525    , 68.3594   , 49.075    , 70.1325   , 69.7861   , 99.2188   , 74.5556   , 2583      , 1829.57   , 1859.18   , 0         , 146.883   , 141.328   , 141.328   , 139.617   , 535.389   , 36        , 93        , 53.4766   , 100       , 100       , -0.3125   , 99.9999   , 6.75      , 6.75      
    4.700, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.879152  , 0         , 52.935    , 0         , -0.25     , 0         , 0         , 0         , 0.15      , -1        , 0         , 179.578   , 187.102   , 68.245    , 67.9688   , 48.375    , 70.4194   , 69.7892   , 99.2188   , 76.0001   , 2601.25   , 1829.02   , 1873.05   , 0         , 147.68    , 141.609   , 141.609   , 139.523   , 540.995   , 36        , 93        , 53.875    , 100       , 100       , -0.25     , 99.9999   , 9         , 9         
    4.750, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.883546  , 0         , 52.655    , 0         , -0.25     , 0         , 0         , 0         , 0.15      , -0.8      , 0         , 179.602   , 187.125   , 68.15     , 67.9688   , 48.075    , 70.5689   , 70.221    , 99.2188   , 78.639    , 2617.75   , 1840.08   , 1888.98   , 0         , 149.438   , 141.891   , 141.891   , 140.344   , 540.995   , 36        , 93        , 54.4453   , 100       , 100       , -0.328125 , 99.9999   , 10.5      , 10.5      
    4.800, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.884523  , 0         , 53.435    , 0         , -0.25     , 0         , 0         , 0         , 0.15      , -1.2      , 0         , 179.648   , 187.172   , 67.85     , 67.5781   , 47.275    , 70.7245   , 70.2225   , 99.2188   , 79.139    , 2647.75   , 1840.16   , 1906.09   , 0         , 151.336   , 142.266   , 142.266   , 140.273   , 540.995   , 36        , 93        , 54.9141   , 100       , 100       , -0.34375  , 99.9999   , 9.75      , 9.75      
    4.850, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.88672   , 0         , 52.955    , 0         , -0.25     , 0         , 0         , 0         , 0.15      , -1.4      , 0         , 180.164   , 187.688   , 67.6      , 67.5781   , 46.475    , 70.9199   , 70.5704   , 99.2188   , 76.6667   , 2683.5    , 1849.14   , 1919.8    , 0         , 150.773   , 142.945   , 142.945   , 140.906   , 540.995   , 36        , 93        , 55.3594   , 100       , 100       , -0.234375 , 99.9999   , 6         , 6         
    4.900, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.885744  , 0         , 53.735    , 0         , -0.25     , 0         , 0         , 0         , 0.15      , -1.6      , 0         , 180.164   , 187.711   , 67.175    , 67.1875   , 45.575    , 71.1396   , 70.572    , 99.2188   , 79.0278   , 2689.75   , 1845.2    , 1928.59   , 0         , 151.008   , 143.039   , 143.039   , 140.813   , 547.557   , 36        , 93        , 55.8516   , 100       , 100       , 0.03125   , 99.9999   , 11.25     , 11.25     
    4.950, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.894533  , 0         , 53.065    , 0         , -0.25     , 0         , 0         , 0         , 0.15      , -1.4      , 0         , 180.188   , 187.734   , 66.97     , 66.7969   , 44.975    , 71.4966   , 71.1442   , 99.2188   , 80.3056   , 2713      , 1860      , 1933.52   , 0         , 151.336   , 143.414   , 143.414   , 141.961   , 547.557   , 35.25     , 93        , 56.3828   , 100       , 100       , 0.15625   , 99.9999   , 11.25     , 11.25     
    5.000, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.892335  , 0         , 54.08     , 0         , -0.25     , 0         , 0         , 0         , 0.15      , -1.6      , 0         , 180.258   , 187.805   , 66.635    , 66.4063   , 44.075    , 71.6095   , 71.1472   , 99.2188   , 81.8612   , 2750.25   , 1859.61   , 1934.96   , 0         , 152.297   , 143.859   , 143.859   , 141.844   , 547.557   , 35.25     , 93        , 56.8047   , 100       , 100       , -0.15625  , 99.9999   , 7.5       , 7.5       
    5.050, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.878175  , 0         , 53.915    , 0         , -0.25     , 0         , 0         , 0         , 0.15      , -1.4      , 0         , 180.281   , 187.828   , 66.335    , 66.4063   , 43.475    , 71.8232   , 71.4692   , 99.2188   , 81.4445   , 2765.75   , 1867.97   , 1934.41   , 0         , 152.508   , 144.258   , 144.258   , 142.453   , 547.557   , 35.25     , 93        , 57.4688   , 100       , 100       , -0.171875 , 99.9999   , 7.5       , 7.5       
    5.100, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.874513  , 0         , 54.705    , 0         , -0.25     , 0         , 0         , 0         , 0.15      , -1.4      , 0         , 180.328   , 187.875   , 65.97     , 66.0156   , 42.775    , 72.0582   , 71.4707   , 99.2188   , 79.9723   , 2789      , 1868.24   , 1931.13   , 0         , 152.133   , 144.633   , 144.633   , 142.359   , 554.413   , 35.25     , 93        , 57.7578   , 100       , 100       , -0.21875  , 99.9999   , 9.75      , 9.75      
    5.150, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.87256   , 0         , 54.71     , 0         , -0.25     , 0         , 0         , 0         , 0.15      , -0.8      , 0         , 180.352   , 187.922   , 65.875    , 65.625    , 42.675    , 72.2809   , 71.9239   , 99.2188   , 80.389    , 2817.25   , 1880.74   , 1925.94   , 0         , 152.578   , 145.008   , 145.008   , 143.25    , 554.413   , 35.25     , 93        , 58.4375   , 100       , 100       , -0.09375  , 99.9999   , 9         , 9         
    5.200, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.873536  , 0         , 55.87     , 0.15      , -0.25     , 0         , 0         , 0         , 0.1       , -0.8      , 0         , 180.398   , 187.945   , 65.65     , 65.625    , 42.275    , 72.4976   , 71.9254   , 99.2188   , 83.3334   , 2830.75   , 1880.51   , 1920.23   , 0         , 153.047   , 145.289   , 145.289   , 143.156   , 554.413   , 35.25     , 93        , 58.7578   , 100       , 100       , 2.70313   , 99.9999   , 9.75      , 9.75      
    5.250, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.871583  , 0         , 55.76     , 0.1       , -0.25     , 0         , 0         , 0         , 0.05      , -0.4      , 0         , 180.867   , 188.438   , 65.625    , 65.625    , 42.275    , 72.6868   , 72.3282   , 99.2188   , 82.7501   , 2850.25   , 1891.6    , 1915.51   , 0         , 153.609   , 145.594   , 145.594   , 143.977   , 554.413   , 35.25     , 93        , 59.4922   , 100       , 100       , 10.1875   , 99.9999   , 13.5      , 13.5      
    5.300, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.882326  , 0         , 56.71     , 0.05      , -0.25     , 0         , 0         , 0         , 0         , -0.8      , 0         , 180       , 187.57    , 65.265    , 65.2344   , 41.675    , 72.8974   , 72.3313   , 99.2188   , 89.6112   , 2887.75   , 1874.61   , 1910.59   , 0         , 156.633   , 146.203   , 146.203   , 143.883   , 561.912   , 35.25     , 93        , 59.8047   , 100       , 100       , 15.3594   , 99.9999   , 7.5       , 7.5       
    5.350, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.88672   , 0         , 55.04     , 0         , -0.25     , 0         , 0         , 0         , -0.05     , -1        , 0         , 179.203   , 186.773   , 64.91     , 64.8438   , 41.075    , 73.0378   , 73.0439   , 99.2188   , 85.889    , 2907.75   , 1856.02   , 1904.77   , 0         , 159.82    , 146.531   , 146.531   , 145.336   , 561.912   , 34.5      , 93        , 60.5156   , 100       , 100       , 18.6563   , 99.9999   , 8.25      , 8.25      
    5.400, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.880128  , 0         , 53.22     , -0.05     , -0.25     , 0         , 0         , 0         , -0.1      , -1.6      , 0         , 178.594   , 186.164   , 64.32     , 64.0625   , 39.975    , 73.4223   , 73.0469   , 99.2188   , 89.3612   , 2927.5    , 1827.93   , 1901.29   , 0         , 163.992   , 146.672   , 146.672   , 145.313   , 561.912   , 34.5      , 93        , 60.8516   , 100       , 100       , 19.8906   , 99.9999   , 9.75      , 9.75      
    5.450, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.874513  , 0         , 50.5      , -0.1      , -0.25     , 0         , 0         , 0         , -0.15     , -1.4      , 0         , 177.234   , 184.758   , 63.915    , 63.6719   , 39.375    , 73.5413   , 73.9213   , 99.2188   , 89.0001   , 2946.25   , 1822.7    , 1896.72   , 0         , 161.648   , 147.258   , 147.258   , 146.672   , 561.912   , 34.5      , 93        , 61.5078   , 100       , 100       , 20.4375   , 99.9999   , 9.75      , 9.75      
    5.500, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.867921  , 0         , 49.955    , -0.15     , -0.25     , 0         , 0         , 0         , -0.2      , -1.4      , 0         , 177.305   , 184.828   , 63.465    , 63.2813   , 38.675    , 73.7244   , 73.5474   , 99.2188   , 91.2779   , 2985.75   , 1820.12   , 1897.7    , 0         , 161.602   , 147.633   , 147.633   , 146.156   , 570.389   , 34.5      , 93        , 61.9063   , 100       , 100       , 20.6719   , 99.9999   , 6.75      , 6.75      
    5.550, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.866212  , 0         , 49.65     , -0.2      , -0.25     , 0         , 0         , 0         , -0.25     , -1.4      , 0         , 177.445   , 184.969   , 63.025    , 62.8906   , 37.975    , 74.0265   , 74.0326   , 99.2188   , 90.9723   , 3026      , 1828.05   , 1895.43   , 0         , 160.43    , 148.359   , 148.359   , 147.305   , 570.389   , 34.5      , 93        , 62.5938   , 100       , 100       , 20.3281   , 99.9999   , 14.25     , 14.25     
    5.600, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.864259  , 0         , 50.37     , -0.25     , -0.25     , 0         , 0         , 0         , -0.3      , -1.6      , 0         , 177.445   , 184.969   , 62.505    , 62.5      , 37.075    , 74.173    , 73.6634   , 99.2188   , 91.889    , 3021.5    , 1813.98   , 1890.31   , 0         , 159.75    , 148.336   , 148.336   , 146.461   , 570.389   , 34.5      , 93        , 63.0234   , 100       , 100       , 20.6875   , 99.9999   , 14.25     , 14.25     
    5.650, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.87256   , 0         , 49.03     , -0.3      , -0.25     , 0         , 0         , 0         , -0.35     , -1.2      , 0         , 177.891   , 185.438   , 62.275    , 62.1094   , 36.675    , 74.469    , 74.1013   , 99.2188   , 89.889    , 3039.5    , 1829.69   , 1881.25   , 0         , 158.32    , 148.547   , 148.547   , 147.586   , 570.389   , 33.75     , 93        , 63.6406   , 100       , 100       , 20.8125   , 99.9999   , 15        , 15        
    5.700, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.879152  , 0         , 50.475    , -0.3      , -0.25     , 0         , 0         , 0         , -0.25     , -1        , 0         , 177.938   , 185.484   , 62.08     , 62.1094   , 36.275    , 74.4233   , 74.0555   , 99.2188   , 90.3612   , 3076      , 1824.02   , 1873.63   , 0         , 157.336   , 149.063   , 149.063   , 147.656   , 578.787   , 33.75     , 93        , 64.0703   , 100       , 100       , 20.8281   , 99.9999   , 8.25      , 8.25      
    5.750, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.888917  , 0         , 50.065    , -0.3      , -0.25     , 0         , 0         , 0         , -0.3      , -0.8      , 0         , 177.961   , 185.508   , 61.935    , 61.7188   , 35.975    , 74.4446   , 74.0769   , 99.2188   , 90.8612   , 3093      , 1825.63   , 1864.14   , 0         , 157.734   , 149.297   , 149.297   , 147.867   , 578.787   , 33.75     , 93        , 64.6484   , 100       , 100       , 20.9688   , 99.9999   , 9         , 9         
    5.800, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.893312  , 0         , 50.2      , -0.3      , -0.3      , 0         , 0         , 0         , -0.35     , -0.6      , 0         , 178.008   , 185.555   , 61.86     , 61.7188   , 35.775    , 74.5881   , 74.0799   , 99.2188   , 95.139    , 3122.75   , 1828.63   , 1858.01   , 0         , 158.18    , 149.719   , 149.719   , 148.102   , 578.787   , 33.75     , 93        , 65.0625   , 100       , 100       , 20.8438   , 99.9999   , 6.75      , 6.75      
    5.850, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.88672   , 0         , 50.46     , -0.3      , -0.35     , 0         , 0         , 0         , -0.4      , -0.4      , 0         , 178.031   , 185.578   , 61.83     , 61.7188   , 35.675    , 74.6155   , 74.2478   , 99.2188   , 95.4723   , 3144.25   , 1833.59   , 1850.51   , 0         , 157.945   , 149.859   , 149.859   , 148.594   , 578.787   , 33.75     , 93        , 65.6328   , 100       , 100       , 20.75     , 99.9999   , 9         , 9         
    5.900, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.887941  , 0         , 50.935    , -0.3      , -0.4      , 0         , 0         , 0         , -0.45     , 0         , 0         , 178.078   , 185.625   , 61.995    , 61.7188   , 35.875    , 74.7498   , 74.2493   , 99.2188   , 93.6112   , 3165      , 1840.31   , 1842.77   , 0         , 157.313   , 150.305   , 150.305   , 148.828   , 586.619   , 33.75     , 93        , 66.0547   , 100       , 100       , 21.0938   , 99.9999   , 9.75      , 9.75      
    5.950, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.881349  , 0         , 51.535    , -0.3      , -0.45     , 0         , 0         , 0         , -0.5      , 0.2       , 0         , 178.547   , 186.117   , 62.135    , 62.1094   , 36.075    , 74.6949   , 74.3256   , 99.2188   , 96.0834   , 3190      , 1841.45   , 1836.88   , 0         , 156.984   , 150.656   , 150.656   , 149.086   , 586.619   , 33.75     , 93        , 66.6328   , 100       , 100       , 20.8906   , 99.9999   , 8.25      , 8.25      
    6.000, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.879152  , 0         , 51.61     , -0.3      , -0.5      , 0         , 0         , 0         , -0.55     , 0.2       , 0         , 178.57    , 186.141   , 62.22     , 62.1094   , 36.175    , 74.8566   , 74.3271   , 99.2188   , 96.5279   , 3212.5    , 1842.34   , 1832.15   , 0         , 158.063   , 150.844   , 150.844   , 149.25    , 586.619   , 33.75     , 93        , 67.0625   , 100       , 100       , 20.75     , 99.9999   , 9.75      , 9.75      
    6.050, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.880128  , 0         , 51.68     , -0.3      , -0.55     , 0         , 0         , 0         , -0.6      , 0.4       , 0         , 178.617   , 186.188   , 62.415    , 62.5      , 36.475    , 74.936    , 74.5667   , 99.2188   , 96.639    , 3233.75   , 1848.13   , 1828.91   , 0         , 158.063   , 151.266   , 151.266   , 150.07    , 586.619   , 33        , 93        , 67.6797   , 100       , 100       , 20.8594   , 99.9999   , 10.5      , 10.5      
    6.100, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.876222  , 0         , 52.205    , -0.3      , -0.6      , 0         , 0         , 0         , -0.65     , 0.4       , 0         , 178.641   , 186.211   , 62.555    , 62.5      , 36.675    , 74.8719   , 74.5026   , 99.2188   , 94.6945   , 3250.5    , 1848.48   , 1823.32   , 0         , 156.82    , 151.523   , 151.523   , 150       , 594.94    , 33        , 93        , 68.1172   , 100       , 100       , 20.7188   , 99.9999   , 12.75     , 12.75     
    6.150, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.875245  , 0         , 52.225    , -0.3      , -0.65     , 0         , 0         , 0         , -0.7      , 0.6       , 0         , 178.688   , 186.234   , 62.83     , 62.8906   , 37.075    , 75.0489   , 74.6781   , 99.2188   , 97.7779   , 3278      , 1859.18   , 1821.17   , 0         , 156.469   , 151.898   , 151.898   , 150.563   , 594.94    , 33        , 93        , 68.6797   , 100       , 100       , 20.6719   , 99.9999   , 11.25     , 11.25     
    6.200, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.871583  , 0         , 53.19     , -0.3      , -0.7      , 0         , 0         , 0         , -0.75     , 0.6       , 0         , 178.711   , 186.281   , 63.01     , 62.8906   , 37.375    , 75.055    , 74.3058   , 99.2188   , 95.6112   , 3313      , 1847.23   , 1818.28   , 0         , 155.813   , 152.203   , 152.203   , 149.859   , 594.94    , 33        , 93        , 69.1016   , 100       , 100       , 20.875    , 99.9999   , 9         , 9         
    6.250, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.877199  , 0         , 52.07     , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.8       , 0         , 178.734   , 186.305   , 63.315    , 63.2813   , 37.875    , 75.1252   , 74.3805   , 99.2188   , 97.4167   , 3317.75   , 1851.76   , 1815.82   , 0         , 155.273   , 152.461   , 152.461   , 150.188   , 594.94    , 33        , 93        , 69.7891   , 100       , 100       , 21.1094   , 99.9999   , 14.25     , 14.25     
    6.300, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.874513  , 0         , 52.07     , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.8       , 0         , 178.734   , 186.305   , 63.315    , 63.2813   , 37.875    , 75.1984   , 74.3821   , 99.2188   , 100.445   , 3353.5    , 1852.38   , 1816.05   , 0         , 155.508   , 152.461   , 152.461   , 150.305   , 603.28    , 33        , 93        , 70.1875   , 100       , 100       , 20.4219   , 99.9999   , 9         , 9         
    6.350, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.882326  , 0         , 52.52     , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.8       , 0         , 178.805   , 186.375   , 63.575    , 63.6719   , 38.275    , 75.1862   , 74.4416   , 99.2188   , 99.4723   , 3368.75   , 1857.34   , 1817.07   , 0         , 155.484   , 152.953   , 152.953   , 150.633   , 603.28    , 33        , 93        , 70.6016   , 100       , 100       , 20.9063   , 99.9999   , 10.5      , 10.5      
    6.400, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.888917  , 0         , 52.735    , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.8       , 0         , 179.273   , 186.844   , 63.84     , 63.6719   , 38.675    , 75.3327   , 74.4431   , 99.2188   , 101.361   , 3386.25   , 1856.95   , 1818.75   , 0         , 155.109   , 153.211   , 153.211   , 150.797   , 603.28    , 33        , 93        , 71.1641   , 100       , 100       , 21.1719   , 99.9999   , 13.5      , 13.5      
    6.450, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.885744  , 0         , 53.12     , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.8       , 0         , 179.297   , 186.891   , 64.07     , 64.0625   , 39.075    , 75.3663   , 74.6186   , 99.2188   , 101.556   , 3405.25   , 1862.34   , 1821.88   , 0         , 155.672   , 153.609   , 153.609   , 151.406   , 603.28    , 33        , 93        , 71.5703   , 100       , 100       , 20.8281   , 99.9999   , 18.75     , 18.75     
    6.500, 0.987061  , 1.00021   , 0.882814  , 0.882814  , 0.888917  , 0         , 53.075    , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.8       , 0         , 179.32    , 186.891   , 64.31     , 64.0625   , 39.475    , 75.4975   , 74.6216   , 99.2188   , 104.806   , 3435.25   , 1862.66   , 1826.13   , 0         , 156.047   , 153.867   , 153.867   , 151.477   , 611.307   , 33        , 93        , 72.1172   , 100       , 100       , 20.5      , 99.9999   , 10.5      , 10.5      
    6.550, 0.987061  , 1.00021   , 0.878175  , 0.878175  , 0.888917  , 0         , 53.59     , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.8       , 0         , 179.344   , 186.938   , 64.55     , 64.4531   , 39.875    , 75.4914   , 74.7437   , 99.2188   , 103.639   , 3462.25   , 1868.52   , 1829.61   , 0         , 156.422   , 154.055   , 154.055   , 151.945   , 611.307   , 33        , 93        , 72.7109   , 100       , 100       , 20.9531   , 99.9999   , 9.75      , 9.75      
    6.600, 0.987061  , 1.00021   , 0.878175  , 0.878175  , 0.887941  , 0         , 53.765    , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.6       , 0         , 179.391   , 186.961   , 64.685    , 64.4531   , 40.075    , 75.5005   , 74.7468   , 99.2188   , 105.028   , 3486      , 1869.96   , 1833.67   , 0         , 156.68    , 154.383   , 154.383   , 152.18    , 611.307   , 33        , 93        , 73.2422   , 100       , 100       , 20.9531   , 99.9999   , 9.75      , 9.75      
    6.650, 0.987061  , 1.00021   , 0.876222  , 0.876222  , 0.885744  , 0         , 54.385    , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.8       , 0         , 179.438   , 187.008   , 64.97     , 64.8438   , 40.575    , 75.5127   , 74.7651   , 99.2188   , 105.333   , 3510.25   , 1872.7    , 1839.73   , 0         , 156.422   , 154.734   , 154.734   , 152.297   , 611.307   , 32.25     , 93        , 73.7656   , 99.6079   , 100       , 20.9531   , 99.9999   , 9         , 9         
    6.700, 0.987061  , 1.00021   , 0.876222  , 0.876222  , 0.880128  , 0         , 54.595    , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.6       , 0         , 179.484   , 187.078   , 65.085    , 64.8438   , 40.775    , 75.5707   , 74.7666   , 99.2188   , 106.75    , 3528.75   , 1875.55   , 1845.23   , 0         , 157.523   , 155.18    , 155.18    , 152.508   , 619.49    , 32.25     , 93        , 74.3203   , 100       , 100       , 21.1875   , 99.9999   , 10.5      , 10.5      
    6.750, 0.987061  , 1.00021   , 0.87549   , 0.87549   , 0.874513  , 0         , 55.095    , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.6       , 0         , 179.484   , 187.078   , 65.225    , 65.2344   , 41.075    , 75.7477   , 74.997    , 99.2188   , 106.278   , 3562.75   , 1883.13   , 1852.15   , 0         , 156.867   , 155.32    , 155.32    , 153.047   , 619.49    , 32.25     , 93        , 74.8203   , 100       , 100       , 20.625    , 99.9999   , 9         , 9         
    6.800, 0.987061  , 1.00021   , 0.87549   , 0.87549   , 0.874513  , 0         , 55.36     , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.6       , 0         , 179.906   , 187.5     , 65.36     , 65.2344   , 41.375    , 75.8545   , 74.9985   , 99.2188   , 110.056   , 3579      , 1880.16   , 1860.47   , 0         , 158.039   , 155.648   , 155.648   , 152.977   , 619.49    , 32.25     , 93        , 75.3516   , 100       , 100       , 20.8281   , 99.9999   , 11.25     , 11.25     
    6.850, 0.987061  , 1.00021   , 0.875245  , 0.875245  , 0.883546  , 0         , 56.03     , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.2       , 0         , 179.883   , 187.477   , 65.265    , 65.2344   , 41.275    , 76.0071   , 75.2533   , 99.2188   , 110.083   , 3614.25   , 1891.99   , 1867.19   , 0         , 157.594   , 155.953   , 155.953   , 153.516   , 619.49    , 32.25     , 93        , 75.75     , 100       , 100       , 21.1719   , 99.9999   , 19.5      , 19.5      
    6.900, 0.987061  , 1.00021   , 0.875245  , 0.875245  , 0.885744  , 0         , 56.22     , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.6       , 0         , 179.859   , 187.453   , 65.48     , 65.2344   , 41.775    , 76.178    , 75.2533   , 99.2188   , 111.583   , 3626      , 1895.23   , 1873.28   , 0         , 158.344   , 156.375   , 156.375   , 153.445   , 627.694   , 32.25     , 93        , 76.4297   , 100       , 100       , 20.5781   , 99.9999   , 19.5      , 19.5      
    6.950, 0.987061  , 1.00021   , 0.875001  , 0.875001  , 0.884523  , 0         , 57.83     , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.4       , 0         , 179.836   , 187.43    , 65.53     , 65.625    , 41.875    , 76.355    , 75.5982   , 99.2188   , 111.111   , 3647.5    , 1905.82   , 1878.95   , 0         , 158.813   , 156.469   , 156.469   , 154.289   , 627.694   , 32.25     , 93        , 76.7344   , 100       , 100       , 20.875    , 99.9999   , 18.75     , 18.75     
    7.000, 0.987061  , 1.00021   , 0.875001  , 0.875001  , 0.874513  , 0         , 57.945    , -0.3      , -0.75     , 0         , 0         , 0         , -0.75     , 0.4       , 0         , 179.813   , 187.43    , 65.61     , 65.625    , 42.075    , 76.4161   , 75.9797   , 99.2188   , 113.75    , 3672.25   , 1920.35   , 1882.93   , 0         , 159.422   , 156.75    , 156.75    , 155.109   , 627.694   , 32.25     , 93        , 77.3672   , 100       , 100       , 21.1563   , 99.9999   , 9.75      , 9.75      
